1802  	75399  	5837  	47155  	84546  	85998  	22747  	31587  	44252  	56201
90094  	62137  	1370  	9178  	57333  	82655  	58119  	28723  	19314  	87366
86506  	92778  	18880  	40656  	30362  	55127  	20604  	10509  	76441  	44463
91469  	80596  	78128  	54764  	90741  	4970  	67234  	947  	54000  	87466
44182  	3200  	15104  	23920  	40181  	1067  	8250  	11796  	56519  	68743
99062  	22582  	61960  	20333  	58578  	1134  	8290  	39219  	12078  	3123
6125  	39248  	65874  	6854  	88398  	67085  	39502  	38933  	77285  	84864
8223  	34609  	61858  	30194  	91253  	13088  	88367  	36608  	4897  	85727
62812  	11685  	36530  	30725  	66352  	12389  	85323  	61777  	88085  	27554
58703  	90132  	86877  	75996  	9673  	29605  	4172  	55389  	49508  	22289
63081  	31810  	72705  	69086  	5558  	42809  	86700  	33643  	39113  	97839
47511  	50860  	64301  	11881  	63659  	73098  	50799  	16322  	19380  	98603
69576  	79450  	43903  	40347  	36357  	57135  	36905  	49289  	25894  	4622
5307  	70199  	48333  	16514  	82057  	5157  	45597  	4828  	7588  	17621
90987  	59576  	62676  	25855  	62029  	2073  	92308  	26835  	96529  	84988
14163  	15149  	62436  	85646  	97718  	75205  	78006  	70434  	47856  	98458
19303  	95195  	36824  	7555  	34755  	85716  	43206  	62170  	7317  	46176
67633  	73427  	54329  	5055  	61599  	33518  	41845  	17512  	32101  	77846
51566  	61511  	82134  	43962  	20644  	38512  	18323  	16686  	59884  	91201
81242  	52016  	44231  	80535  	31441  	53787  	60959  	22269  	54752  	36484
95587  	69162  	34144  	45258  	33305  	39263  	72225  	19877  	54587  	32894
38388  	83206  	7646  	51421  	57728  	6788  	47540  	29404  	54989  	56183
41973  	18382  	16156  	46965  	57231  	15345  	32724  	48593  	54174  	11844
49265  	57877  	43865  	50731  	43577  	26342  	75132  	16680  	30546  	66511
52288  	53919  	95773  	80990  	10176  	30  	33085  	55193  	5894  	48188
81254  	29668  	21776  	1882  	29549  	21172  	12584  	65951  	89206  	93031
71385  	25661  	8435  	84753  	33201  	1601  	42317  	98506  	83295  	32334
75727  	5735  	87795  	29009  	37372  	81113  	18421  	66565  	36103  	92920
140  	24699  	96847  	79106  	70893  	68405  	72823  	16462  	5870  	62702
63138  	46717  	25338  	49067  	70453  	57818  	74643  	72119  	92058  	31261
37769  	34279  	49554  	57072  	21711  	73392  	27252  	86863  	27935  	3730
7479  	42387  	9291  	34313  	62166  	22085  	96061  	80147  	84422  	51368
63129  	11783  	21213  	3706  	1835  	46484  	98863  	79079  	54645  	70332
16770  	63930  	68559  	94778  	21533  	12503  	24054  	93414  	63661  	83278
335  	35148  	82063  	36193  	44845  	28511  	57748  	46445  	25186  	18488
27438  	18886  	55021  	32032  	50285  	93365  	2010  	51344  	76407  	15852
5476  	5045  	74672  	12776  	54235  	6500  	38987  	46728  	915  	35859
7243  	50527  	18093  	57797  	95203  	33621  	33696  	90446  	68739  	29906
52200  	9231  	35986  	16755  	98097  	6257  	9617  	81033  	23873  	29765
633  	3135  	45461  	3710  	2153  	52415  	46124  	62261  	34268  	2285
64320  	69458  	14091  	62146  	26045  	15507  	94371  	84700  	4002  	73560
83878  	57588  	8406  	20545  	38999  	45018  	83319  	76835  	43945  	30764
75249  	56426  	1018  	26539  	13537  	8461  	64281  	454  	17904  	48225
14847  	49119  	27549  	21151  	94112  	83934  	28310  	16890  	82434  	27194
39674  	52192  	35076  	16866  	11762  	71097  	64672  	235  	73967  	68869
90047  	56110  	71504  	32124  	54906  	22851  	23931  	1783  	56732  	25213
40535  	7741  	16161  	86857  	31522  	94580  	60192  	87346  	61036  	56158
88745  	72527  	98339  	23610  	43435  	55455  	36797  	6026  	99852  	51327
66889  	66034  	60195  	74392  	9036  	23518  	31822  	87389  	34813  	34791
31012  	42501  	30682  	9978  	89974  	4573  	13148  	3445  	41806  	98816
61625  	54229  	79284  	95486  	34225  	79976  	64673  	34680  	43051  	92423
49175  	70947  	15841  	14525  	80348  	64229  	15826  	3058  	20596  	75305
74178  	46270  	50705  	16214  	29394  	49981  	86420  	26523  	61030  	47501
93148  	94868  	51369  	68860  	44176  	21820  	7947  	83037  	31135  	24958
32279  	83241  	1961  	19887  	25721  	19755  	71224  	72039  	82067  	97475
20461  	3182  	28324  	45974  	82023  	53924  	40015  	38770  	78939  	48832
75472  	85487  	75449  	84391  	44721  	45631  	78099  	61640  	52928  	15988
15668  	15129  	35772  	24964  	17714  	47738  	34705  	26663  	6131  	66959
43751  	25105  	11904  	32369  	96287  	74715  	30069  	66327  	50224  	97032
29958  	50347  	73040  	25594  	44863  	28096  	24343  	41038  	75589  	62686
82920  	86672  	55660  	50644  	67705  	61126  	42517  	77924  	57642  	69170
18637  	14295  	24115  	74382  	9260  	81659  	51444  	38056  	49304  	99087
35879  	47612  	61038  	2808  	21581  	34724  	36224  	62900  	53291  	58489
51670  	70104  	99696  	82182  	85558  	45957  	28926  	3482  	43358  	37357
98211  	7541  	46817  	92713  	53402  	99843  	87248  	80975  	20866  	41558
14243  	98284  	71565  	80003  	70949  	82486  	84487  	92931  	77886  	60141
80651  	16610  	1034  	71337  	72668  	82895  	408  	96376  	92764  	82386
53664  	87307  	90830  	79255  	29498  	17558  	85419  	51036  	921  	54060
22205  	83198  	49015  	1617  	12440  	95280  	89959  	42874  	95191  	483
43339  	98830  	91396  	3809  	48138  	64688  	95279  	25209  	24314  	33688
79178  	93668  	72498  	7664  	71568  	95745  	2092  	7159  	4860  	77815
78948  	36284  	19501  	95112  	87773  	27865  	53973  	72631  	11579  	92986
46471  	93062  	40723  	25687  	23357  	55138  	37465  	68361  	51943  	52130
98477  	26309  	90701  	4703  	77378  	30932  	78707  	44926  	52096  	90229
67933  	88980  	47772  	32518  	16940  	54921  	54886  	44739  	32603  	78863
14453  	30212  	67684  	58011  	77360  	62397  	56375  	2222  	83311  	90978
97399  	7108  	46343  	64506  	74797  	71168  	78512  	69886  	40232  	67031
31096  	53113  	67473  	42633  	83537  	78008  	29627  	71962  	64365  	48
42785  	97023  	45455  	80978  	65938  	2733  	11234  	46512  	46299  	44705
67834  	94239  	23684  	91740  	36999  	95100  	42667  	65992  	50995  	4037
43733  	74240  	495  	48146  	96705  	63865  	55180  	63003  	43066  	74138
93340  	92892  	52596  	6309  	60572  	24313  	12028  	90137  	37587  	23000
30216  	4745  	90780  	14004  	35886  	69605  	9752  	3905  	38578  	7478
19690  	81797  	21239  	95314  	93299  	51415  	33717  	61384  	76959  	40630
60475  	57336  	88800  	6499  	42939  	32399  	42626  	4152  	903  	16048
80820  	50814  	62478  	44433  	80231  	67770  	46265  	54359  	7358  	72396
40822  	17167  	19971  	17506  	51564  	45113  	3650  	71358  	92287  	26618
83494  	52390  	35759  	68617  	65501  	6177  	59315  	27594  	92800  	4257
95715  	64069  	40352  	24293  	26964  	78921  	39352  	61610  	57911  	96691
91682  	50135  	44947  	22647  	35444  	3946  	29878  	98394  	65669  	90313
56226  	1910  	74218  	42274  	19172  	75870  	23499  	28556  	69949  	49960
57892  	16316  	4022  	67379  	22608  	56142  	42689  	58702  	65289  	53188
87338  	67266  	54319  	953  	98380  	19414  	59671  	44903  	26736  	50232
7020  	12012  	4759  	40809  	33934  	89251  	85621  	96574  	48159  	59154
5426  	97969  	12300  	3831  	30702  	84433  	56674  	70110  	45424  	90658
52651  	48003  	26352  	40050  	62513  	52262  	53216  	14529  	18649  	12516
1175  	62060  	74884  	71343  	66952  	73746  	15768  	61587  	87204  	60817
5868  	84336  	17930  	88534  	10404  	37196  	57088  	78798  	21041  	48849
9120  	76172  	76170  	60351  	9683  	83063  	73747  	56221  	51664  	8944
36550  	89107  	79425  	45828  	4658  	60638  	47221  	77568  	98031  	18087
69880  	54128  	13262  	1508  	29067  	13610  	92862  	29289  	36859  	14613
32930  	41378  	99827  	49413  	75574  	28919  	71493  	44483  	66181  	66641
28737  	19038  	42417  	30046  	58654  	64570  	61814  	23319  	96323  	28748
67833  	65822  	11114  	35599  	40516  	85164  	99389  	50544  	77123  	43037
4837  	3633  	620  	76364  	54204  	17270  	99441  	70788  	65782  	45711
60623  	96107  	60783  	22801  	70257  	24007  	83629  	31714  	20123  	17272
16141  	55829  	77429  	26632  	52795  	43459  	45815  	56514  	89425  	20771
70027  	64170  	66149  	17041  	14179  	38007  	96806  	24301  	74043  	60435
11801  	99440  	67501  	98111  	39023  	31033  	84141  	78216  	48376  	35403
64876  	3228  	89470  	28634  	59140  	25632  	34826  	78115  	45719  	73502
5399  	98975  	10385  	66915  	82364  	33742  	64461  	52720  	58839  	74181
68082  	83532  	22840  	87811  	21107  	58142  	34802  	1865  	63848  	22723
99604  	95309  	45171  	73496  	11865  	94418  	6651  	97050  	50759  	44810
67421  	85984  	63076  	87079  	57100  	16993  	9743  	55025  	65228  	6008
89531  	70284  	4544  	99457  	6819  	13571  	86111  	60226  	28042  	24076
56798  	11512  	55901  	71793  	64541  	39361  	74377  	99058  	88271  	55038
62661  	51276  	80889  	54738  	76204  	80885  	85110  	51317  	97796  	12575
30414  	77658  	60755  	43255  	95252  	78522  	11200  	19053  	97638  	53184
94472  	78658  	59388  	84662  	21968  	77372  	74544  	93022  	98949  	9481
862  	80023  	71330  	27901  	84784  	90274  	80035  	19526  	24913  	116
95184  	32290  	76789  	59592  	39200  	65711  	2627  	55167  	97851  	30487
73675  	31252  	61338  	54723  	40013  	7144  	33695  	64460  	92826  	52638
98118  	94373  	57581  	40345  	28253  	90892  	73062  	75689  	91055  	54441
30805  	16564  	95520  	30108  	72263  	33793  	3407  	96763  	66890  	30850
33008  	23511  	23353  	36658  	55075  	59320  	18195  	8874  	1253  	96775
61529  	36679  	79612  	4115  	57738  	11916  	19381  	51085  	60629  	45302
47508  	63580  	67151  	40492  	33385  	29666  	41522  	2919  	24878  	45299
12483  	31880  	40425  	30793  	61698  	79796  	8243  	37865  	64132  	72153
50022  	18541  	28729  	21167  	95072  	12791  	47502  	6000  	71282  	25683
47266  	35313  	81437  	29487  	61793  	70408  	38873  	776  	80859  	35540
24729  	12530  	8053  	46645  	83149  	50300  	52169  	65794  	25611  	92180
15931  	85238  	20940  	32827  	46903  	14988  	22976  	15719  	54992  	601
16676  	47444  	49677  	76957  	99160  	89716  	21774  	63507  	79444  	92296
51488  	71765  	24045  	25543  	28590  	66246  	18644  	43288  	77598  	18567
12236  	56817  	91180  	21092  	59483  	28978  	88300  	81301  	79445  	3761
30191  	961  	4413  	71206  	46832  	55201  	1276  	30039  	49371  	25787
9665  	51214  	29824  	10148  	56046  	64348  	78367  	23113  	71023  	86024
80674  	31889  	58286  	84032  	37963  	24845  	31233  	27121  	14567  	82969
51057  	19749  	319  	272  	42209  	83468  	58282  	71020  	6034  	42010
16598  	94037  	37659  	358  	45031  	77282  	87479  	29684  	78096  	2088
33973  	31825  	15252  	54425  	60076  	1251  	27947  	8752  	88741  	7248
55731  	6380  	99799  	51970  	79257  	4754  	19881  	21033  	16635  	86627
49891  	32482  	1454  	8855  	70435  	7270  	65715  	39372  	44571  	29767
68991  	77876  	19415  	40373  	86307  	80864  	13364  	3968  	91565  	14869
64087  	27709  	50783  	43109  	3941  	59593  	69959  	10208  	24090  	85255
26090  	27280  	86363  	54613  	46679  	75361  	42776  	12269  	93006  	39042
45504  	54108  	86169  	6022  	85776  	3105  	42341  	35046  	19106  	20974
64920  	82576  	83749  	79230  	78608  	61488  	48869  	1642  	29661  	94648
11664  	26982  	66701  	99109  	66053  	75102  	15147  	62567  	30226  	91482
53717  	32175  	88440  	42326  	33569  	59327  	23614  	7428  	15934  	95723
91614  	71200  	42435  	15779  	15555  	43647  	93813  	48372  	58994  	52512
37413  	36948  	70615  	35446  	11518  	11160  	79785  	26738  	45513  	45518
62337  	77033  	68866  	918  	88970  	66406  	19018  	93470  	14874  	71264
18579  	11693  	68489  	23794  	55533  	7926  	49751  	58981  	66738  	22748
53751  	78735  	94564  	62176  	94411  	75226  	59326  	36638  	14615  	46289
66001  	87936  	34160  	4565  	42753  	75890  	90905  	69829  	14182  	32820
11249  	91798  	81  	23865  	59982  	88118  	23237  	17446  	79023  	63845
65816  	17684  	40148  	707  	15704  	23843  	40074  	93280  	28904  	32395
84559  	80413  	53601  	99854  	3542  	19353  	42374  	3311  	46508  	48541
75210  	85713  	17497  	11721  	65291  	1145  	22574  	70764  	21978  	81724
19050  	17562  	967  	32200  	75418  	6334  	80304  	20917  	73676  	66887
62742  	76566  	11616  	26631  	19869  	18962  	91654  	64579  	61520  	44074
35147  	98599  	34488  	22676  	34168  	92738  	60290  	17400  	21735  	10852
49226  	11410  	56937  	39590  	59263  	293  	93554  	98439  	11743  	17681
76704  	86616  	39555  	43299  	8497  	54551  	64909  	5787  	24173  	59796
69031  	85101  	55504  	90875  	4457  	23502  	53783  	11094  	98273  	94449
67261  	65633  	28614  	84551  	95274  	47173  	95167  	641  	33610  	6029
80313  	31382  	90597  	59587  	76541  	38141  	71496  	2843  	37921  	46919
98621  	27347  	69435  	15669  	89909  	30307  	95634  	11822  	78507  	2236
70119  	23585  	43854  	19424  	799  	80242  	9551  	88415  	60311  	80985
45160  	56590  	54012  	15070  	58523  	60073  	62151  	63374  	5898  	58067
6997  	21506  	57467  	29369  	45035  	12869  	69146  	61624  	86760  	66396
28129  	46759  	2189  	18182  	59231  	7095  	78883  	58799  	1849  	15786
61095  	88842  	93242  	42523  	13611  	64059  	22810  	50842  	21894  	8434
61362  	48650  	47532  	31423  	42919  	76611  	51497  	85657  	69316  	78042
78506  	31384  	17493  	74642  	18265  	39450  	95707  	14884  	94852  	26728
11132  	14276  	22297  	73072  	23473  	89731  	67899  	10417  	53297  	54674
89682  	34673  	59893  	41621  	74567  	67749  	2835  	97174  	67276  	1813
53864  	90795  	31241  	92673  	74160  	15197  	87446  	10409  	17530  	35424
92898  	21361  	17507  	66119  	23320  	10822  	58255  	49431  	76424  	29608
73250  	78642  	14811  	31503  	9144  	25271  	56266  	33737  	56946  	52527
10092  	65057  	51542  	55933  	88685  	25472  	35215  	57926  	7236  	19285
78568  	97459  	21281  	38815  	53155  	97853  	41740  	70004  	54099  	66621
78126  	79452  	13166  	61819  	72696  	27281  	64024  	12125  	85278  	79119
58340  	43941  	58963  	83735  	35231  	59178  	97156  	34554  	64901  	6007
93669  	70262  	19289  	52087  	24406  	47270  	66194  	51269  	78638  	3962
72580  	86582  	1304  	8160  	48545  	42135  	78851  	47572  	80509  	88382
31322  	54395  	43741  	73104  	53946  	64653  	28925  	512  	65251  	13027
65055  	29483  	73379  	94574  	87301  	98306  	35625  	10648  	42429  	61271
27877  	28935  	94345  	22812  	17945  	16943  	33014  	92469  	97847  	6626
89226  	2788  	72087  	5925  	12336  	76570  	7212  	69845  	18661  	75454
48131  	666  	16976  	72323  	94942  	17875  	38593  	22455  	55050  	71057
51184  	20410  	10652  	4389  	21111  	36260  	50905  	9118  	11923  	17192
95543  	81691  	98156  	98386  	67270  	64754  	68240  	53144  	53944  	85753
88028  	26387  	38387  	23667  	97376  	37917  	63599  	28194  	16191  	12262
44228  	87716  	43486  	90459  	31308  	92462  	43259  	5779  	86636  	67489
24362  	60188  	25580  	56488  	38055  	21255  	42654  	21854  	36555  	70243
42942  	89080  	58641  	71284  	64208  	4259  	89523  	92311  	29193  	55949
18267  	534  	82489  	39664  	84581  	87181  	25634  	61021  	86640  	67972
9534  	7567  	17593  	64813  	7897  	43661  	69525  	10457  	9756  	80158
15560  	50445  	61717  	9150  	61972  	49388  	71447  	91730  	2162  	52488
37843  	7151  	97395  	75186  	30537  	20293  	55404  	93913  	1556  	1024
77265  	89132  	95401  	48237  	30388  	88718  	31138  	70310  	53281  	86530
58927  	27368  	22933  	78733  	76148  	27425  	53366  	81827  	42389  	93576
6634  	49696  	67517  	41875  	19846  	92865  	57445  	47041  	77374  	60461
53423  	50874  	67735  	31987  	69254  	95330  	91573  	26686  	50943  	62417
52918  	46399  	35962  	29712  	84393  	53421  	26906  	87154  	65722  	31398
34094  	78685  	48772  	1762  	4583  	33714  	18860  	26225  	35942  	60132
12546  	45207  	43957  	25823  	71526  	8133  	89572  	94384  	75343  	93355
42128  	10251  	61009  	18887  	47650  	99362  	67982  	27906  	70548  	26123
7577  	84755  	4739  	44380  	88009  	40695  	71369  	55238  	61537  	80324
94655  	37757  	98532  	39366  	74785  	49920  	34822  	92435  	57398  	6732
83274  	45433  	32842  	29923  	48348  	31376  	85244  	29422  	33212  	745
51346  	20648  	83040  	17871  	42136  	3613  	65211  	23373  	26514  	29942
47418  	99371  	75504  	62136  	98037  	78931  	18012  	85743  	99636  	69595
36136  	58352  	15010  	81834  	74985  	60215  	36577  	78124  	76906  	3977
89834  	3419  	11781  	1580  	59548  	44018  	55353  	33690  	85694  	80374
93387  	94012  	27785  	44305  	29234  	51929  	66623  	4787  	87231  	40374
45343  	63495  	9220  	89949  	77532  	10479  	78257  	46054  	93556  	99600
60487  	37822  	63744  	33892  	7284  	56942  	81717  	40330  	18833  	11013
93703  	83827  	48731  	87527  	77566  	5164  	38881  	51291  	966  	32014
42739  	26994  	38667  	32908  	32073  	29622  	90124  	89197  	35427  	86148
53385  	78868  	85490  	87345  	79453  	63078  	84689  	32110  	52412  	41328
33616  	78323  	14954  	94473  	5218  	94091  	86373  	66063  	89239  	11089
675  	42007  	75999  	17793  	26132  	76158  	96366  	94518  	14424  	75110
85640  	84482  	67460  	99380  	93080  	15538  	3038  	60091  	15950  	35714
46684  	90390  	97180  	2394  	76337  	49050  	89140  	69758  	98984  	70048
52539  	51974  	43911  	6393  	15948  	29075  	99047  	24726  	11764  	96369
84054  	68352  	54028  	35676  	97684  	70811  	6079  	35730  	10697  	73099
18040  	95055  	90348  	3615  	29101  	52379  	69420  	43228  	42927  	77062
19828  	78768  	67462  	54541  	20977  	27102  	25026  	20271  	85125  	19640
39505  	37947  	91868  	31003  	11424  	88202  	26977  	7550  	98826  	32493
17004  	1538  	32139  	43572  	372  	44940  	78118  	3276  	96131  	14733
43027  	34284  	8890  	15048  	14029  	57829  	8951  	32488  	36895  	22037
48251  	83933  	35457  	43166  	61247  	65554  	59585  	14256  	49018  	33920
13868  	19332  	85062  	96214  	72646  	85312  	36752  	33571  	72408  	98657
18454  	98335  	84128  	11925  	25253  	42075  	65950  	32465  	32426  	13499
3209  	27669  	8924  	64507  	83310  	37763  	10489  	19219  	12116  	11542
37064  	50042  	94261  	49908  	33434  	92776  	70545  	82303  	55015  	2168
29163  	17722  	70293  	61894  	80281  	1120  	83204  	53691  	59333  	23377
23710  	59196  	3433  	78305  	72879  	15038  	27418  	33811  	59972  	66798
11292  	85916  	93353  	70713  	99216  	94148  	64493  	73312  	1708  	54747
94883  	58667  	87324  	54124  	79383  	90530  	47863  	59203  	16337  	92353
22011  	43550  	4737  	2036  	66339  	18597  	31772  	10221  	69706  	37818
70301  	41035  	17369  	68367  	55091  	62439  	24482  	79464  	9138  	19645
75163  	79746  	46888  	69579  	22949  	46815  	89950  	56928  	31202  	13058
57919  	85718  	89683  	77926  	18384  	61445  	46405  	42081  	91256  	45388
13063  	80958  	68915  	53699  	59099  	6866  	91286  	84369  	43844  	36115
35590  	52906  	45168  	37642  	12448  	77612  	97116  	95484  	89667  	36040
21616  	60880  	77485  	16046  	62052  	36564  	91064  	43098  	84349  	92880
68071  	44866  	73132  	39297  	23674  	27876  	81685  	2179  	78298  	86276
60982  	92580  	99089  	97230  	62640  	8866  	54665  	70067  	83445  	8126
94610  	97620  	30067  	2231  	80640  	42926  	9868  	52708  	85373  	62973
57835  	79965  	66885  	83822  	61190  	64344  	27730  	52826  	77466  	75337
97389  	72718  	57863  	40720  	28960  	1225  	68699  	34876  	72591  	75929
88705  	66424  	75562  	67349  	68046  	26200  	98120  	8814  	32734  	15231
7033  	16995  	2742  	90899  	15698  	67887  	25619  	19677  	45971  	44481
83744  	75134  	13070  	57003  	22931  	62842  	90048  	51698  	901  	39826
69289  	28995  	36531  	676  	83552  	81197  	8649  	41672  	26989  	89855
60009  	17807  	25520  	25621  	74866  	11350  	34487  	19  	77877  	37241
43155  	74823  	94672  	88092  	98994  	67119  	27941  	55612  	75792  	12823
10364  	12569  	83192  	88281  	31609  	79308  	83164  	28445  	52632  	47333
25140  	80237  	80763  	9177  	10847  	7915  	42453  	48530  	52327  	23618
57056  	77518  	92176  	50735  	84634  	69065  	13748  	40343  	93557  	21421
80882  	51669  	69521  	9234  	11636  	76399  	66622  	20947  	8595  	33617
83261  	55836  	39512  	87253  	30887  	55676  	86339  	41145  	51996  	75785
58170  	48179  	35271  	58137  	94170  	29419  	70403  	55236  	66253  	36758
82886  	67636  	89940  	243  	47056  	59815  	22737  	12991  	98447  	26586
67226  	39956  	98193  	22061  	86108  	77702  	98719  	5445  	97903  	98383
75776  	58715  	5519  	26060  	89246  	57029  	86414  	25731  	9742  	79347
79150  	93715  	64621  	46809  	27047  	5333  	71964  	95239  	68624  	71223
99143  	85121  	96673  	27501  	43031  	34077  	89376  	57464  	84533  	18229
7090  	97752  	37979  	28328  	9501  	51552  	48591  	91960  	76344  	1264
47944  	78341  	175  	57039  	79419  	39688  	87264  	47774  	21374  	59480
38226  	30301  	42968  	22715  	55171  	55734  	81957  	78119  	90358  	50079
36090  	18595  	17852  	99118  	65263  	40690  	79306  	88643  	60295  	56442
27765  	40220  	46010  	21703  	69225  	14  	51243  	13863  	80732  	83561
96445  	38907  	65898  	52932  	20794  	72784  	93993  	45350  	57123  	74559
43252  	56436  	71533  	30450  	29152  	73108  	43690  	95958  	42438  	94765
19552  	80044  	62292  	88439  	36325  	15342  	61250  	90528  	99983  	85732
57626  	43141  	19001  	20126  	20338  	83351  	34944  	56348  	79372  	31872
4005  	33782  	97530  	34002  	14716  	90195  	29143  	78529  	84667  	76152
69221  	5919  	85890  	93123  	72490  	69856  	3467  	7890  	99641  	30106
46494  	38920  	85055  	83912  	87080  	20255  	68490  	10962  	81183  	27927
66772  	63760  	58954  	85051  	604  	20737  	52880  	71186  	36195  	55526
